entrezgene_id	hgnc_symbol
55290	BRF2
	MTND4P9
	ELOCP33
	LINC01220
	PPIAP71
285489	DOK7
111064647	CSNKA2IP
128864	C20orf144
	SSXP4
	SSXP1
	DUX4L24
1869	E2F1
280658	SSX7
	LDHAP5
	RBM17P4
9679	FAM53B
6092	ROBO2
255189	PLA2G4F
	RNA5SP504
	SSXP5
	S100A11P10
6757	SSX2
	BNIP3P40
126536	LINC00661
	MRPS21P6
79927	FAM110D
150	ADRA2A
124912	SPACA3
	IGHV3-64D
	IGHVII-30-21
23186	RCOR1
23463	ICMT
101927419	LINC02681
170960	ZNF721
11264	PXMP4
83606	GUCD1
6934	TCF7L2
55850	USE1
	AGGF1P4
4041	LRP5
9688	NUP93
9705	ST18
23216	TBC1D1
84905	ZNF341
	FXNP2
100526694	MSANTD3-TMEFF1
	PEBP1P1
10163	WASF2
9349	RPL23
	SHLD2P2
	S100A11P8
494197	SPANXN5
388011	LINC01550
	EIF4A2P4
	SSX8P
	PPIHP2
	QTRT1P1
	RNU1-57P
	RN7SL93P
	XACT
647286	RD3L
7319	UBE2A
203328	SUSD3
7187	TRAF3
730087	ZNF726
	RPL12P13
57558	USP35
55142	HAUS2
84243	ZDHHC18
286204	CRB2
51291	GMIP
84152	PPP1R1B
10369	CACNG2
6527	SLC5A4
101929406	LINC01648
6548	SLC9A1
651337	""
26036	ZNF451
403341	ZBTB34
9215	LARGE1
10422	UBAC1
	RPL31P2
101929746	ZNF341-AS1
128866	CHMP4B
	SILC1
80757	TMEM121
11201	POLI
374569	ASPG
101928944	LINC02720
105376654	""
22948	CCT5
	RN7SL666P
	PIGHP1
	PAEPP1
	PPIAP21
9355	LHX2
283131	NEAT1
10302	SNAPC5
26013	L3MBTL1
768218	MIR766
	CBX1P4
100616249	MIR4768
101928389	""
54467	ANKIB1
100873920	NHS-AS1
	CHP1P3
6322	SCML1
	UBTFL10
	PHBP2
100506368	FZD4-DT
727982	LINC01249
2248	FGF3
57228	SMAGP
	BCAS2P1
100874343	HS1BP3-IT1
	TRIM51EP
151354	LRATD1
8555	CDC14B
	WHAMMP3
10435	CDC42EP2
7980	TFPI2
	TRIM53BP
100846978	""
	OR2AT2P
79400	NOX5
23259	DDHD2
9986	RCE1
	PROS2P
101928909	""
	SNRPEP7
100874237	CACNA2D3-AS1
	RPL23AP75
	TTC32-DT
	ID2-AS1
10858	CYP46A1
26119	LDLRAP1
100420587	""
	TP53TG3GP
645485	""
	BNIP3P38
100129543	ZNF730
1006	CDH8
10677	AVIL
261729	STEAP2
	CDKN2AIPNLP2
105372360	LINC02841
	ZNF849P
	RN7SL832P
	IPO5P1
440515	ZNF506
8853	ASAP2
4810	NHS
102724450	RNF207-AS1
579	NKX3-2
115572	TENT5B
125704	DIPK1C
	MORF4L2P1
29090	TIMM21
54951	COMMD8
256223	CDRT15L2
374890	LINC01785
404037	HAPLN4
6103	RPGR
8534	CHST1
3155	HMGCL
	NOS2P3
	RPL34P34
92689	FAM114A1
440518	GOLGA2P9
	NPM1P50
	LINC02748
125111	GJD3
	MS4A19P
5641	LGMN
	RN7SL551P
	RPS3AP40
400684	DPY19L3-DT
644041	C18orf63
	MTDHP3
120146	TRIM64
84961	FBXL20
105372352	UQCRFS1-DT
6525	SMTN
	ZNF725P
388523	ZNF728
79731	NARS2
3221	HOXC4
	VN1R83P
	LINC01532
	FAUP1
1528	CYB5A
	TP73-AS2
9672	SDC3
	KRT125P
	KLF17P1
	CDK8P1
1010	CDH12
	TRGV7
	NDUFA5P9
56901	NDUFA4L2
100133461	LINC02171
728411	LINC00680
	BNIP3P37
	RPL36AP51
644997	PIK3CD-AS1
222223	ELAPOR2
1054	CEBPG
100507266	STX18-AS1
	PIK3CDP1
	CHCHD3P3
63906	GPATCH3
101928222	""
	GSTA12P
91442	FAAP24
	OR5BK1P
10971	YWHAQ
51451	LCMT1
6204	RPS10
5051	PAFAH2
	BTBD10P1
3851	KRT4
8022	LHX3
	ADAM5
	OR7E85P
	RPL19P11
440519	""
101926940	LINC02104
1837	DTNA
104548973	SALRNA2
	TAF11L5
57616	TSHZ3
	RPL35AP32
	LINC02505
10412	NSA2
390598	SKOR1
	BNIP3P41
57606	SLAIN2
101927151	""
10714	POLD3
	RSL24D1P5
23620	NTSR2
55196	RESF1
3692	EIF6
101929116	""
79817	MOB3B
	BIN2P2
400946	LINC00954
	HMGB1P47
26049	FAM169A
2649	NR6A1
376497	SLC27A1
10772	SRSF10
7700	ZNF141
56906	THAP10
	GUSBP4
	GSTA7P
	NPM1P38
338	APOB
	VN1R70P
639	PRDM1
79801	SHCBP1
10391	CORO2B
85290	KRTAP4-3
50616	IL22
259282	BOD1L1
	RPS4XP20
84299	MIEN1
10863	ADAM28
10229	COQ7
5111	PCNA
	HAUS6P3
	TPM1-AS
494188	FBXO47
55607	PPP1R9A
80301	PLEKHO2
2255	FGF10
84306	PDCD2L
23038	WDTC1
	METTL7AP1
145216	LINC00637
	KRT8P39
8812	CCNK
	VTI1BP3
101927038	LINC02400
29951	PDZRN4
145741	C2CD4A
4214	MAP3K1
	CYP4F23P
60681	FKBP10
27023	FOXB1
8760	CDS2
90417	KNSTRN
	PPIAP58
150290	DUSP18
114932	MRFAP1L1
100996665	LINC01533
389206	BEND4
	RPSAP9
595	CCND1
284632	LINC02800
	CTSLP8
2040	STOM
7867	MAPKAPK3
107985280	LINC01834
101926904	OSMR-AS1
	LINC00663
23779	ARHGAP8
	PARK7P1
	VN1R92P
348926	FAM86EP
9412	MED21
64377	CHST8
11165	NUDT3
79947	DHDDS
115827	RAB3C
146395	GSG1L
474384	F8A3
442444	FAM47C
	RUNX2-AS1
122616	CLBA1
84295	PHF6
	UBE2D3P1
128674	PROKR2
85315	PAQR8
	RNA5-8SP7
100507629	LINC00658
	MRPS30-DT
	LINCMD1
389396	GLYATL3
646864	ZNF723
55900	ZNF302
79101	TAF1D
732253	TDRG1
	BRI3P2
6850	SYK
375444	C5orf34
79698	ZMAT4
	RPS25P3
283417	DPY19L2
114818	KLHL29
135228	CD109
323	APBB2
84193	SETD3
283914	LINC01566
	HNRNPA1P48
	RPL10AP6
10283	CWC27
83658	DYNLRB1
100505619	LINC00919
6532	SLC6A4
84100	ARL6
645974	PABPC1L2B
729978	NPIPB2
83690	CRISPLD1
10735	STAG2
3030	HADHA
100507534	LINC02192
	UBA52P8
29066	ZC3H7A
27131	SNX5
	GOLPH3-DT
	LINC00603
104310351	LINC01331
	HNRNPA1P45
	OR11J2P
389136	VGLL3
133418	EMB
197021	LCTL
113251	LARP4
3092	HIP1
164668	APOBEC3H
2632	GBE1
8301	PICALM
148145	LINC00906
22832	CEP162
101930294	LINC02317
	LINC02199
	RPL17P17
	VDAC3P1
	MESTP2
79993	ELOVL7
	GLRXP2
2116	ETV2
2644	GCHFR
	MTCO2P6
203069	R3HCC1
	HNRNPA3P8
	HMGB1P38
2176	FANCC
1795	DOCK3
113146	AHNAK2
771	CA12
100506241	""
339669	TEX33
51550	CINP
4313	MMP2
2810	SFN
440419	TBC1D3P5
	SUCLG2P4
	SUMO2P4
3170	FOXA2
54505	DHX29
403150	""
4357	MPST
	SNRPEP5
149951	COMMD7
101928271	LINC02850
339287	MSL1
728597	DCDC2C
	RPL5P4
4741	NEFM
145567	TTC7B
1050	CEBPA
	RPL36AP13
105373400	LINC01810
100506405	""
347735	SERINC2
57144	PAK5
103752554	MYCNUT
	GACAT3
727936	GXYLT2
6664	SOX11
7349	UCN
5828	PEX2
	RNU6-900P
84645	C22orf23
3777	KCNK3
100652759	""
	LINC01611
	ICE2P2
	ID2B
221830	POLR1F
221409	SPATS1
2797	GNRH2
100506686	IQCH-AS1
22924	MAPRE3
25827	FBXL2
	GUSBP6
102467222	""
51101	ZC2HC1A
26261	FBXO24
	TMCO5B
	CDRT15P2
	NEK4P2
101060544	LINC01563
140836	BANF2
101929693	RARA-AS1
5435	POLR2F
137902	PXDNL
	INO80-AS1
	IFITM3P3
	MAP2K5-DT
93099	DMKN
221458	KIF6
4643	MYO1E
5914	RARA
1522	CTSZ
	TRMT112P2
	RPSAP38
	RPS17P11
3672	ITGA1
100507403	""
	RPL3P4
	PDCL3P1
645683	RPL13AP3
1735	DIO3
643714	CASC16
10927	SPIN1
55966	AJAP1
	LINC02298
137695	TMEM68
8111	GPR68
105370622	""
114991	ZNF618
102465492	MIR6820
100129427	DDC-AS1
6663	SOX10
145483	FAM161B
5724	PTAFR
	NPM1P48
	CICP17
6716	SRD5A2
11333	PDAP1
129642	MBOAT2
	OR7E105P
100616146	MIR4534
	VN1R35P
	AP1S2P1
9463	PICK1
	RPS3AP26
5446	PON3
64207	IRF2BPL
29993	PACSIN1
1396	CRIP1
	GEMIN8P1
54962	TIPIN
79048	SECISBP2
130497	OSR1
	IGLV8OR8-1
5569	PKIA
	IGHV5-10-1
132299	OCIAD2
145200	LINC00239
100132612	LINC02312
246777	SPESP1
	NUTF2P8
123099	DEGS2
100499171	LINC00276
80304	WDCP
	TUBBP1
	HNRNPMP1
	RPL3P9
6428	SRSF3
	RPL26P19
56659	KCNK13
5054	SERPINE1
254896	""
	IGHV3-32
100287616	LOXL1-AS1
130502	TTC32
	RNU2-52P
7150	TOP1
79776	ZFHX4
	RPL23AP11
	LINC02758
	LINC02584
	XIAPP2
5144	PDE4D
	MTND1P2
143689	PIWIL4
56896	DPYSL5
285878	VSTM2A-OT1
	KRT8P9
	HINT1P2
	RBM22P3
55775	TDP1
100874100	STEAP2-AS1
283673	EWSAT1
5444	PON1
154313	CFAP206
	GOLGA2P11
	KRTAP4-17P
3872	KRT17
2595	GANC
9719	ADAMTSL2
	MTCO3P42
9738	CCP110
	IRS3P
	MRPL9P1
54502	RBM47
	RWDD4P1
102724330	""
100874365	HOXC-AS3
157807	CLVS1
3082	HGF
91012	CERS5
	MTCO3P13
	SNORD3B-2
27145	FILIP1
	PLCG1-AS1
84282	RNF135
	RPEP2
102466912	MIR6871
9873	FCHSD2
	RPL23AP81
	RN7SL615P
23539	SLC16A8
84315	MON1A
	RPS4XP2
5621	PRNP
81491	GPR63
	RPL35P3
	RPL35P2
	PRDX2P4
23627	PRND
80115	BAIAP2L2
3151	HMGN2
101927314	""
149830	PRNT
105375861	""
	IDI1P3
9770	RASSF2
55156	ARMC1
57591	MRTFA
57706	DENND1A
1236	CCR7
4613	MYCN
23150	FRMD4B
	NOS2P4
	NDUFA5P11
4358	MPV17
	HSPE1P16
768239	PSAPL1
23274	CLEC16A
	CAMTA1-AS1
9054	NFS1
79570	NKAIN1
	KRT8P34
	KLF3-AS1
	SUZ12P1
9410	SNRNP40
28978	TMEM14A
	BUB1B-PAK6
100505477	LINC01602
	NPM1P37
54210	TREM1
64321	SOX17
51762	RAB8B
101927067	LINC01607
	SEC11B
	ALG1L11P
83744	ZNF484
84275	SLC25A33
768211	RELL1
8793	TNFRSF10D
60468	BACH2
	RPL26P29
	XIAPP1
103695432	LINC01167
220980	TMEM72-AS1
83591	THAP2
	NBPF2P
3448	IFNA14
	FAM157B
54751	FBLIM1
	MTND3P24
	RPS29P11
196792	FAM24B
81488	POLR2M
55801	IL26
	LINC02169
5981	RFC1
389668	XKR9
1506	CTRL
	RPL32P22
3446	IFNA10
100129347	""
	RPL7AP9
	ZDHHC20P3
	FTH1P23
101929620	LINC01243
	BMS1P12
85301	COL27A1
2834	PRLHR
389118	CDHR4
9194	SLC16A7
2147	F2
101929241	LINC02325
	RPS26P42
51302	CYP39A1
1571	CYP2E1
51466	EVL
25820	ARIH1
389652	ASNSP1
	IGHV3OR16-6
2707	GJB3
	EIF4BP4
	SUMO2P8
6299	SALL1
11068	""
80078	LCAL1
101928460	LINC01756
	HMGB1P20
154810	AMOTL1
100129196	MATN1-AS1
401074	LINC00960
55824	PAG1
728276	CLEC19A
	EEF1GP3
389125	MUSTN1
	EIF1P7
100506474	""
23341	DNAJC16
	PHKG1P1
105371248	LINC02178
	C2orf69P2
	MTATP6P18
6361	CCL17
3620	IDO1
223082	ZNRF2
118663	BTBD16
390245	KDM4E
89777	SERPINB12
	MTND4LP18
140823	ROMO1
22979	EFR3B
9846	GAB2
	DYNLL1P7
283867	LINC00922
285955	SPDYE1
400043	LINC02381
2118	ETV4
	KRT127P
	VENTXP3
3892	KRT86
5408	PNLIPRP2
5330	PLCB2
	LINC02183
	DGAT2L7P
	MTND2P4
146562	C16orf71
83473	KATNAL2
9584	RBM39
	NCOR1P3
1499	CTNNB1
10552	ARPC1A
3891	KRT85
7006	TEC
4942	OAT
100505588	""
	RPL7P41
26579	MYEOV
	RPL10P13
10939	AFG3L2
	VENTXP6
5939	RBMS2
4593	MUSK
150223	YDJC
	C2orf69P3
	MOCS1P1
55715	DOK4
444	ASPH
	OR7E13P
	COX20P1
	KDM4F
164592	CCDC116
257415	FAM133B
4255	MGMT
	H3P34
390231	TRIM77
23753	SDF2L1
57728	WDR19
	OR7E2P
118980	SFXN2
100126318	MIR301B
406920	MIR130B
	RNU7-129P
338699	ANKRD42
10650	PRELID3A
23759	PPIL2
	DPRXP4
8460	TPST1
	UPF3AP1
	IGHV4-31
140801	RPL10L
100507437	""
727940	RHOXF2B
84958	SYTL1
	DELEC1
139804	RBMXL3
727837	SSX2B
	LINC00226
	ATP5PDP4
440	ASNS
	MRPL40P1
55860	ACTR10
11224	RPL35
	TRIM53AP
	BUD13P1
6602	SMARCD1
79949	PLEKHS1
9687	GREB1
85459	CEP295
100506599	PPP1R26-AS1
392391	OR5C1
	STK33P1
	FRG1KP
	NUTF2P3
	RBMXP2
112903833	MIRLET7A1HG
347404	LANCL3
5409	PNMT
100129407	FAM236A
55755	CDK5RAP2
101927685	HSFX4
10838	ZNF275
105373378	ZNF275
3801	KIFC3
101060389	TBC1D3D
2140	EYA3
2332	FMR1
105377671	LINC02494
9957	HS3ST1
92170	MTG1
84441	MAML2
255403	ZNF718
22801	ITGA11
51503	CWC15
29799	YPEL1
26251	KCNG2
10333	TLR6
84440	RAB11FIP4
51527	GSKIP
80148	SLC66A2
	LINC02278
	LINC02364
	RN7SL280P
101929222	DISC1FP1
373856	USP41
10106	CTDSP2
	HMGN1P11
9965	FGF19
101927590	LINC01166
29018	FOXN3-AS2
	KRT18P25
441581	FRG2B
7625	ZNF74
105374449	LINC01946
7345	UCHL1
	RPS16P2
11177	BAZ1A
55789	DEPDC1B
64376	IKZF5
645949	LINC01822
24145	PANX1
3887	KRT81
348654	GEN1
	RPL12P27
54838	WBP1L
102724307	WBP1L
23089	PEG10
	CBX3P7
102723838	""
101928989	MIR4300HG
1824	DSC2
	SLC25A18P1
	RPL22P17
	DUX4L28
	ABCF2P2
56647	BCCIP
	AZGP1P2
	RPS3AP29
105369438	""
51495	HACD3
3927	LASP1
	RSF1-IT2
	MYG1P1
282679	AQP11
7447	VSNL1
	RNU6-225P
91179	SCARF2
4897	NRCAM
	ARAP1-AS1
55693	KDM4D
51474	LIMA1
	UBL5P1
101928896	""
	HPRT1P3
414301	DDI1
3074	HEXB
93034	NT5C1B
	NTAN1P1
53942	CNTN5
3632	INPP5A
84861	KLHL22
4843	NOS2
51042	ZNF593
55650	PIGV
	RNY1P9
	RN7SL812P
	KRT18P5
	RPL32P6
	RPL7P11
2170	FABP3
	RPS13P4
	LINC02311
80745	THUMPD2
105370689	""
	THEMIS3P
	AKR1B1P6
201475	RAB12
	LINC01141
2235	FECH
3895	KTN1
167555	FAM151B
57522	SRGAP1
	LINC01153
93190	C1orf158
51363	CHST15
7781	SLC30A3
9903	KLHL21
100129792	CCDC152
101928611	LINC01413
	PLCB2-AS1
283677	REC114
	LINC02484
55330	BLOC1S4
	TAPT1-AS1
	NPTN-IT1
326340	ZAR1
	MTHFD2P3
57505	AARS2
1969	EPHA2
105370880	LINC02205
	CARS1P1
23517	MTREX
161514	TBC1D21
79954	NOL10
23142	DCUN1D4
	TXNP1
	ARL5AP2
10579	TACC2
	GAPDHP63
112611	RWDD2A
	TPI1P3
	LAMA4-AS1
105376673	LINC02780
	LINC02553
	KRT89P
128272	ARHGEF19
	BRD7P4
	TXNP7
7299	TYR
728012	MCHR2-AS1
11231	SEC63
101927718	DSG1-AS1
27020	NPTN
1829	DSG2
	KAZN-AS1
	OSBPL9P2
4659	PPP1R12A
	HSPD1P13
374946	DRAXIN
	IFITM9P
4317	MMP8
2975	GTF3C1
387509	GPR153
153339	TMEM167A
	UBE2V2P3
9064	MAP3K6
8851	CDK5R1
100874123	ZNRF3-AS1
134526	ACOT12
83999	KREMEN1
83901	KRTAP9-8
55175	KLHL11
	DNAJB6P5
	HNRNPCP8
102724265	""
105369473	LINC02719
27244	SESN1
4068	SH2D1A
	RNU6-810P
	RNU6-1219P
129080	EMID1
4351	MPI
51168	MYO15A
	LINC01866
653140	FAM228A
91768	CABLES1
5931	RBBP7
1404	HAPLN1
	ATP6V0E1P3
9540	TP53I3
	RAP1BL
23254	KAZN
	LINC02488
	HMGB1P25
	CAB39P1
165082	ADGRF3
1462	VCAN
646000	SLC35G4
9331	B4GALT6
60561	RINT1
6839	SUV39H1
	RERE-AS1
85016	CFAP300
	CHCHD2P6
	LINC00337
9892	SNAP91
7712	ZNF157
285463	CTBP1-AS
25807	RHBDD3
9500	MAGED1
7133	TNFRSF1B
	LINC02283
	ZNF519P4
	CDC42P2
105375401	TFPI2-DT
100316904	SAP25
	LINC02506
104355287	LINC01320
104355288	LINC01320
10888	GPR83
	LINC02271
51224	ELOA2
388468	POTEC
10336	PCGF3
5137	PDE1C
64066	MMP27
2130	EWSR1
	THAP12P7
	COX6CP8
	PRR23D3P
57585	CRAMP1
388939	PCARE
	CRTC1P1
	HMGN2P17
	HS6ST1P1
	ASS1P13
100129724	MAPRE3-AS1
143879	KBTBD3
100861513	ZMYM4-AS1
727684	C1orf195
51374	ATRAID
388595	TMEM82
23213	SULF1
6139	RPL17
143872	ARHGAP42
79932	KIAA0319L
441389	LINC01239
1545	CYP1B1
	RPF2P1
	APOOP5
8019	BRD3
	KARS1P3
8904	CPNE1
	TRIM51BP
51573	GDE1
54851	ANKRD49
	LDHAL6CP
130733	TMEM178A
	LINC01333
	UNC93B7
55646	LYAR
3695	ITGB7
	MAST4-AS1
	TOMM20P1
	PPIAP43
5019	OXCT1
	TRIM64DP
60526	LDAH
	RANP3
642623	UBTFL1
100508631	LINC02616
642968	FAM163B
10116	FEM1B
	HMGN2P38
	ZSWIM5P2
	MTND4LP22
105374438	""
8844	KSR1
	TUBBP5
330	BIRC3
	RAC1P2
2560	GABRB1
8577	TMEFF1
10744	PTTG2
	OR7E35P
5371	PML
10699	CORIN
23731	TMEM245
	LINC02140
197370	NSMCE1
4092	SMAD7
85463	ZC3H12C
9314	KLF4
	PPIAP82
222235	FBXL13
4148	MATN3
728178	OTULIN-DT
8226	PUDP
2589	GALNT1
10923	SUB1
	LINC01226
50507	NOX4
1861	TOR1A
100506457	MIR3681HG
	LINC01778
27112	FAM155B
55841	WWC3
283387	""
51450	PRRX2
55266	TMEM19
	RPS2P44
6367	CCL22
64342	HS1BP3
10277	UBE4B
	IGKV1OR9-1
81689	ISCA1
84290	CAPNS2
55628	ZNF407
101927629	LINC02165
284110	GSDMA
	C16orf97
	MTND1P24
3678	ITGA5
	NPAP1L
7046	TGFBR1
	LINC02134
	RPS27P27
	PPIAP48
	TUFMP1
	LINC01571
	LINC00672
5212	VIT
4152	MBD1
	IMPA1P1
	UBE2SP1
	UNGP1
339260	CCDC144NL-AS1
440416	CCDC144NL-AS1
	IFITM8P
10204	NUTF2
116328	C8orf34
54328	GPR173
63932	STEEP1
	MTRNR2L2
	CDH18-AS1
	SEM1P1
133690	CAPSL
56157	TEX13A
84968	PNMA6A
	RPL21P4
1287	COL4A5
	PPP1R11P1
200197	TMEM51-AS1
94103	ORMDL3
5322	PLA2G5
101927580	LINC02141
	RPS15AP34
79611	ACSS3
84080	ENKD1
5591	PRKDC
	RPL29P12
23244	PDS5A
80006	TRAPPC13
	GTF2IP6
10609	P3H4
	GTF2IP5
10076	PTPRU
	TPT1P9
2304	FOXE1
102724434	""
9442	MED27
	PPIAP49
	RPS27AP16
80099	C7orf69
54454	ATAD2B
1783	DYNC1LI2
10634	GAS2L1
5166	PDK4
286887	KRT6C
9745	ZNF536
9170	LPAR2
25851	TECPR1
338785	KRT79
47	ACLY
388536	ZNF790
	IFNA22P
100130548	""
81873	ARPC5L
	PPP1R12A-AS1
5527	PPP2R5C
	SLC25A5P2
100129995	LINC01460
123	PLIN2
10633	RASL10A
84696	ABHD1
29127	RACGAP1
100113380	SNORD125
	RFPL4AP6
	RFPL1S
	EDIL3-DT
	TAF9P3
100129935	""
5988	RFPL1
	EEF1A1P7
	RPS29P30
	PPIAP78
	KRT18P56
126374	WTIP
	CCNB3P1
64946	CENPH
4744	NEFH
101927837	ATP6V0D1-DT
8563	THOC5
57215	THAP11
283854	CASC22
168451	THAP5
148003	LGALS16
	MTCYBP16
5695	PSMB7
	RPL37P11
146206	CARMIL2
55133	SRBD1
9575	CLOCK
3003	GZMK
100506895	LUARIS
	GUSBP13
101927721	LNCPRESS1
	NBPF22P
	VN1R36P
	MTDHP1
201627	DENND6A
79161	TMEM243
55094	GPATCH1
100131067	CKMT2-AS1
138151	NACC2
	MIR4280HG
51311	TLR8
411	ARSB
55622	TTC27
	EPS15P1
6256	RXRA
55922	NKRF
23658	LSM5
55799	CACNA2D3
9363	RAB33A
55609	ZNF280C
100505659	LINC00967
5332	PLCB4
400696	""
761	CA3
64105	CENPK
	CISD1P1
92291	CAPN13
	HMGB1P41
	REXO1L5P
	RPS20P21
100506172	LINC01568
4037	LRP3
2167	FABP4
101929582	LINC01241
	TP53TG3HP
5090	PBX3
27324	TOX3
	NARS1P2
102724386	LINC01393
147929	ZNF565
137964	GPAT4
9131	AIFM1
9204	ZMYM6
1174	AP1S1
	LINC02661
3026	HABP2
83660	TLN2
	RPS29P27
55260	TMEM143
388942	LINC01913
3931	LCAT
	RPS27P18
338567	KCNK18
390010	NKX1-2
64077	LHPP
4052	LTBP1
	KRT16P6
	OSTCP2
	FTLP18
2709	GJB5
	RNASEH1P2
8985	PLOD3
192670	AGO4
55760	DHX32
	ACTR3BP3
6689	SPIB
8310	ACOX3
101928424	""
23644	EDC4
29984	RHOD
	PTCSC3
619279	ZNF704
105369423	LINC02711
90141	EFCAB11
	RPS2P39
619383	SCARNA9
100158262	SCARNA9
101928535	""
55143	CDCA8
169714	QSOX2
	ANO1-AS1
100507050	TPBGL
23037	PDZD2
3174	HNF4G
54734	RAB39A
100169752	TEX36-AS1
8508	NIPSNAP1
5654	HTRA1
	RPS4XP23
	CKS1BP4
	RPS3AP25
728318	KRTAP9-1
	VN1R93P
5450	POU2AF1
4606	MYBPC2
84951	TNS4
105379252	""
	GAPDHP20
79363	CPLANE2
948	CD36
9858	PPP1R26
100287639	MTHFD2P1
728116	ZBTB8B
	SETP6
	RPL12P14
728431	LINC01137
	OR5BM1P
	OR5AC1
	ARPC3P3
6146	RPL22
8618	CADPS
	RPS26P34
	LINC01109
3866	KRT15
9440	MED17
	TDGF1P5
54928	BPNT2
4771	NF2
	RPL6P25
101927901	LINC02421
	C9orf62
3489	IGFBP6
	ZFHX4-AS1
79109	MAPKAP1
57611	ISLR2
	REXO1L11P
	VN1R107P
23036	ZNF292
	HIGD1AP18
10998	SLC27A5
105375622	LINC02849
401466	RBIS
4253	MIA2
	AMD1P3
3880	KRT19
388591	RNF207
100506475	EGFLAM-AS2
3849	KRT2
56891	LGALS14
902	CCNH
503542	SPRN
55352	COPRS
4288	MKI67
100133941	CD24
	LINC02810
	FTH1P1
	ANO7L1
5081	PAX7
101927621	LINC01534
	EEF1GP6
8914	TIMELESS
	CASC6
64799	IQCH
	FAM90A28P
	GAPDHP41
	EIF4EBP2P3
125931	CEACAM20
3841	KPNA5
23131	GPATCH8
	NPM1P6
	LINC02605
	SLC25A51P3
734	OSGIN2
118987	PDZD8
	RPSAP44
	CCNL2P1
8763	CD164
	LINC02501
	RPL22P13
	DUX4L14
118670	FAM24A
1060	CENPC
387718	TEX36
54802	TRIT1
27067	STAU2
	LINC02674
101927489	TCERG1L-AS1
84079	ANKRD27
107984265	""
51063	CALHM2
390243	IZUMO1R
9862	MED24
	ST13P11
341208	HEPHL1
399818	EEF1AKMT2
360203	GLT6D1
101929154	""
645323	LINC00461
23052	ENDOD1
4947	OAZ2
387804	VSTM5
	LINC02846
100129066	""
56889	TM9SF3
2219	FCN1
29895	MYLPF
5074	PAWR
408	ARRB1
	MTATP6P30
55357	TBC1D2
440854	CAPN14
101928622	""
57460	PPM1H
101927189	""
101927363	LINC02353
57419	SLC24A3
107986277	""
	TUBB3P1
	MTCO3P28
57150	SMIM8
63914	SMIM8
55161	TMEM33
	RPL31P56
100130264	SLC24A3-AS1
104548972	SALRNA3
	RCN1P1
9935	MAFB
	RPL36AP14
3852	KRT5
115752	DIS3L
	RNA5SP484
387119	CEP85L
	ADI1P1
64900	LPIN3
5500	PPP1CB
	ARF4P1
5082	PDCL
	RPS2P24
	NT5ELP
100129842	ZNF737
84327	ZBED3
	CHCHD4P2
	MIR181A2HG
54514	DDX4
389827	MYMK
84263	HSDL2
84287	ZDHHC16
	CYP51A1P1
23017	FAIM2
388550	CEACAM22P
84541	KBTBD8
105373185	LINC02601
	RNA5SP502
	SHISA5P1
	RN7SL15P
	GEMIN7P1
	CASK-AS1
	RNU6-1321P
	YWHAZP10
	RN7SL144P
2857	GPR34
253017	TECRL
90187	EMILIN3
	VTI1BP1
	LINC01794
9039	UBA3
84181	CHD6
27197	GPR82
	RPS15AP39
3371	TNC
	RNU6-202P
	FABP5P15
	RNU6-854P
	RN7SL460P
1349	COX7B
	CD2AP-DT
4436	MSH2
280660	SSX9P
	NEPNP
	SMARCE1P2
	SSXP9
	S100A11P9
10214	SSX3
387111	LINC00222
643037	C11orf97
441025	LINC02483
57093	TRIM49
	SNX18P24
	VDAC1P5
	RPL36AP41
102723165	LINC01169
59084	ENPP5
79875	THSD4
2939	GSTA2
6759	SSX4
7009	TMBIM6
	RPL12P11
101928035	PSMD7-DT
	RNU6-1018P
6005	RHAG
6590	SLPI
54947	LPCAT2
23649	POLA2
8785	MATN4
92745	SLC38A5
	CROCCP5
101929074	PIK3CD-AS2
112703	FAM71E1
4146	MATN1
80834	TAS1R2
	RPL21P44
	RPSAP46
	EXOC5P1
126767	AADACL3
105374484	LINC02360
	MTCO2P8
100129931	""
100526740	ATP5MF-PTCD1
6124	RPL4
	LRRC37A12P
	LDHAP1
	SRIP1
2134	EXTL1
	THAP12P9
	LINC01096
101060498	LINC02265
	UGT2B24P
	TSHZ3-AS1
1178	CLC
	NDUFB4P2
100129716	ARRDC3-AS1
	RPS23P3
57688	ZSWIM6
	WBP1LP7
563	AZGP1
81608	FIP1L1
728290	LINC02027
147710	IGSF23
	SOD1P2
54897	CASZ1
101927650	LINC02126
	FOXP1-IT1
375337	TOPAZ1
	RPS12P31
	TUBBP6
342892	ZNF850
5382	PMS2P4
105374729	LINC02110
	RPL5P15
	OR7E121P
	OR7E7P
	UBFD1P1
	PPATP1
3673	ITGA2
105377180	LINC02008
283847	TERB1
219595	FOLH1B
51604	PIGT
112268124	""
23024	PDZRN3
	GTF3AP6
79890	RIN3
	MTND4P2
24140	FTSJ1
64921	CASD1
79814	AGMAT
23682	RAB38
84539	MCHR2
199990	FAAP20
51083	GAL
6885	MAP3K7
79152	FA2H
	IGHVII-28-1
	TRAJ46
101927635	""
10682	EBP
100288077	WTAPP1
5681	PSKH1
	COX5AP2
64841	GNPNAT1
4316	MMP7
	RPL29P30
	RPL21P41
102467079	LINC02180
1371	CPOX
9377	COX5A
	TRGV11
115111	SLC26A7
54733	SLC35F2
	MMP2-AS1
105377108	FAM3D-AS1
